Alle Ereignislogmeldungen.
Datum:	2015-05-19 11:07:03
Systemname:	140-102896-2
Name der Steuerung:	192.168.1.2
Steuerungs-ID	140-102896

RobotWare:	5.61.2008
Key:	Pq4444ku65W-4444456a4iW4x#NdR58YwKVvA
Optionen:	
	RW Control module key
	RobotWare OS and English
	644-2 German
	709-x DeviceNet
		709-1 DeviceNet m/s
		840-2 PROFIBUS Fieldbus Adapter
		608-1 World Zones
		611-1 Path Recovery
		616-1 PC Interface
		617-1 FlexPendant Interface
		623-1 Multitasking

DriveModule1
Key:	jw2gFKxwee5
Optionen:	
	RW Drive module 1 key
	ABB standard manipulator
		IRB 140
			140T-6/0.8
			Drive System 09 120/140/1400/260
				No additional drive



Allgemeine Logmeldungen
SeqNr     	Typ 	Kategorie           	Fehlernummer	Bezeichnung                             	Datum               	Beschreibung	Argumente
7324      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-18 11:42:12 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7325      	I   	Betriebszustand     	10151   	Programm gestartet.                     	2015-05-18 11:42:12 	Abarbeitung der Task T_ROB1 wurde mit der ersten Instruktion in der Einstiegsroutine der Task begonnen. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7326      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-18 11:47:04 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7327      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 11:47:05 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7328      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 11:47:38 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7329      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 11:47:38 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7330      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-18 11:47:39 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7331      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-18 11:47:39 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7332      	I   	Betriebszustand     	10156   	Programm neu gestartet                  	2015-05-18 11:47:39 	Abarbeitung der Task T_ROB1 wurde an der Stelle neu gestartet, an der sie zuvor gestoppt wurde. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7333      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-18 11:49:10 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7334      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 11:49:11 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7335      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 11:49:22 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7336      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 11:49:23 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7337      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-18 11:49:23 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7338      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-18 11:49:23 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7339      	I   	Betriebszustand     	10156   	Programm neu gestartet                  	2015-05-18 11:49:23 	Abarbeitung der Task T_ROB1 wurde an der Stelle neu gestartet, an der sie zuvor gestoppt wurde. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7340      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 11:49:33 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7341      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-18 11:49:33 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7342      	I   	Betriebszustand     	10230   	Backup-Schritt fertig                   	2015-05-18 11:50:23 	Der Backup-Schritt 'Vorbereitung' ist fertig.	{args: "0"}
7343      	I   	Betriebszustand     	10231   	Backup-Schritt fertig                   	2015-05-18 11:50:23 	Der Backup-Schritt 'Konfiguration' ist fertig.	{args: "1"}
7344      	I   	Betriebszustand     	10232   	Backup-Schritt fertig                   	2015-05-18 11:50:23 	Backup der Task ist fertig.	{args: "2"}
7345      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-18 12:20:01 	Der Programmzeiger von Task T_ROB1 wurde zurückgesetzt.	{args: "1", "0", "T_ROB1"}
7346      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 12:20:09 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7347      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 12:20:10 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7348      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-18 12:20:20 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7349      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-18 12:20:20 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7350      	I   	Betriebszustand     	10151   	Programm gestartet.                     	2015-05-18 12:20:20 	Abarbeitung der Task T_ROB1 wurde mit der ersten Instruktion in der Einstiegsroutine der Task begonnen. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7351      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-18 12:21:05 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7352      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 12:21:08 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7353      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-18 12:23:02 	Der Programmzeiger von Task T_ROB1 wurde zurückgesetzt.	{args: "1", "0", "T_ROB1"}
7354      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 12:23:08 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7355      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 12:23:09 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7356      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-18 12:23:33 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7357      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-18 12:23:33 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7358      	I   	Betriebszustand     	10151   	Programm gestartet.                     	2015-05-18 12:23:33 	Abarbeitung der Task T_ROB1 wurde mit der ersten Instruktion in der Einstiegsroutine der Task begonnen. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7359      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-18 12:25:46 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7360      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 12:25:49 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7361      	I   	Betriebszustand     	10230   	Backup-Schritt fertig                   	2015-05-18 12:37:28 	Der Backup-Schritt 'Vorbereitung' ist fertig.	{args: "0"}
7362      	I   	Betriebszustand     	10231   	Backup-Schritt fertig                   	2015-05-18 12:37:28 	Der Backup-Schritt 'Konfiguration' ist fertig.	{args: "1"}
7363      	I   	Betriebszustand     	10232   	Backup-Schritt fertig                   	2015-05-18 12:37:28 	Backup der Task ist fertig.	{args: "2"}
7364      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 13:49:48 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7365      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 13:49:49 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7366      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 13:49:52 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7367      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 13:50:50 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7368      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 13:50:51 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7369      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 13:50:51 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7370      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 13:50:57 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7371      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 13:50:57 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7372      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 13:51:09 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7373      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 13:52:10 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7374      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 13:52:10 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7375      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 13:52:19 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7376      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 14:07:06 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7377      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 14:07:07 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7378      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-18 14:07:16 	Der Programmzeiger von Task T_ROB1 wurde zurückgesetzt.	{args: "1", "0", "T_ROB1"}
7379      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-18 14:07:34 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7380      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-18 14:07:34 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7381      	I   	Betriebszustand     	10151   	Programm gestartet.                     	2015-05-18 14:07:34 	Abarbeitung der Task T_ROB1 wurde mit der ersten Instruktion in der Einstiegsroutine der Task begonnen. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7382      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 14:11:03 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7383      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-18 14:11:03 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7384      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 14:11:04 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7385      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 14:11:05 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7386      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-18 14:11:13 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7387      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-18 14:11:13 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7388      	I   	Betriebszustand     	10156   	Programm neu gestartet                  	2015-05-18 14:11:13 	Abarbeitung der Task T_ROB1 wurde an der Stelle neu gestartet, an der sie zuvor gestoppt wurde. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7389      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 14:11:41 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7390      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-18 14:11:41 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7391      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 14:13:26 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7392      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 14:13:27 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7393      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-18 14:13:36 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7394      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-18 14:13:37 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7395      	I   	Betriebszustand     	10156   	Programm neu gestartet                  	2015-05-18 14:13:37 	Abarbeitung der Task T_ROB1 wurde an der Stelle neu gestartet, an der sie zuvor gestoppt wurde. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7396      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 14:13:53 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7397      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-18 14:13:53 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7398      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-18 14:13:55 	Der Programmzeiger von Task T_ROB1 wurde zurückgesetzt.	{args: "1", "0", "T_ROB1"}
7399      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 14:13:56 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7400      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 14:13:56 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7401      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-18 14:13:58 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7402      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-18 14:13:58 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7403      	I   	Betriebszustand     	10151   	Programm gestartet.                     	2015-05-18 14:13:58 	Abarbeitung der Task T_ROB1 wurde mit der ersten Instruktion in der Einstiegsroutine der Task begonnen. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7404      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 14:14:24 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7405      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-18 14:14:24 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7406      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 14:19:53 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7407      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 14:19:54 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7408      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 14:20:00 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7409      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-18 14:20:02 	Der Programmzeiger von Task T_ROB1 wurde zurückgesetzt.	{args: "1", "0", "T_ROB1"}
7410      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 14:20:02 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7411      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 14:20:03 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7412      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-18 14:20:06 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7413      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-18 14:20:06 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7414      	I   	Betriebszustand     	10151   	Programm gestartet.                     	2015-05-18 14:20:06 	Abarbeitung der Task T_ROB1 wurde mit der ersten Instruktion in der Einstiegsroutine der Task begonnen. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7415      	E   	System              	20051   	Befehl nicht zulässig                   	2015-05-18 14:21:57 	Der Befehl ist nur zulässig, wenn der Client die Ressource (Programm/Bewegung) steuert.	{args: "32"}
7416      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 14:22:38 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7417      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-18 14:22:38 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7418      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 14:24:33 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7419      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 14:24:33 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7420      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-18 14:24:37 	Der Programmzeiger von Task T_ROB1 wurde zurückgesetzt.	{args: "1", "0", "T_ROB1"}
7421      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 14:24:38 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7422      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 14:24:39 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7423      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-18 14:25:03 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7424      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-18 14:25:03 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7425      	I   	Betriebszustand     	10151   	Programm gestartet.                     	2015-05-18 14:25:03 	Abarbeitung der Task T_ROB1 wurde mit der ersten Instruktion in der Einstiegsroutine der Task begonnen. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7426      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-18 14:25:33 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7427      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 14:25:38 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7428      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-18 14:26:46 	Der Programmzeiger von Task T_ROB1 wurde zurückgesetzt.	{args: "1", "0", "T_ROB1"}
7429      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 14:28:06 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7430      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 14:28:07 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7431      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 14:28:28 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7432      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 14:28:40 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7433      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 14:28:41 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7434      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-18 14:29:09 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7435      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-18 14:29:09 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7436      	I   	Betriebszustand     	10151   	Programm gestartet.                     	2015-05-18 14:29:09 	Abarbeitung der Task T_ROB1 wurde mit der ersten Instruktion in der Einstiegsroutine der Task begonnen. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
